,Store,ds,y,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Date_dayofweek,Date_month,Date_year,Date_day,IsHoliday_label,Type_B,Type_C
2918,21,2011-03-18,793569.0,140167,63.26,3.488,0.0,0.0,0.0,0.0,0.0,214.0156238,8.028,4,3,2011,18,0,1,0
2632,19,2011-03-18,1257972.3699999999,203819,40.32,3.796,0.0,0.0,0.0,0.0,0.0,133.8492258,7.771,4,3,2011,18,0,0,0
630,5,2011-03-18,312177.67,34875,64.31,3.488,0.0,0.0,0.0,0.0,0.0,214.9257339,6.634,4,3,2011,18,0,1,0
3061,22,2011-03-18,926427.12,119557,43.38,3.634,0.0,0.0,0.0,0.0,0.0,137.7398929,8.458,4,3,2011,18,0,1,0
4062,29,2011-03-18,493653.43,93638,43.38,3.634,0.0,0.0,0.0,0.0,0.0,133.8492258,10.256,4,3,2011,18,0,1,0
2346,17,2011-03-18,778436.81,93188,34.48,3.407,0.0,0.0,0.0,0.0,0.0,128.5121935,6.866,4,3,2011,18,0,1,0
916,7,2011-03-18,635014.6900000001,70713,27.69,3.406,0.0,0.0,0.0,0.0,0.0,192.1237981,8.818,4,3,2011,18,0,1,0
3633,26,2011-03-18,887426.12,152513,31.76,3.634,0.0,0.0,0.0,0.0,0.0,133.8492258,7.907,4,3,2011,18,0,0,0
2489,18,2011-03-18,945889.59,120653,41.12,3.634,0.0,0.0,0.0,0.0,0.0,133.8492258,9.131,4,3,2011,18,0,1,0
2203,16,2011-03-18,497373.49,57197,36.5,3.406,0.0,0.0,0.0,0.0,0.0,192.1237981,6.614,4,3,2011,18,0,1,0
3347,24,2011-03-18,1168397.26,203819,43.39,3.796,0.0,0.0,0.0,0.0,0.0,133.8492258,8.252,4,3,2011,18,0,0,0
1488,11,2011-03-18,1391813.69,207499,70.17,3.488,0.0,0.0,0.0,0.0,0.0,217.7235226,7.551,4,3,2011,18,0,0,0
1917,14,2011-03-18,1932491.42,200898,46.66,3.631,0.0,0.0,0.0,0.0,0.0,184.809719,8.549,4,3,2011,18,0,0,0
1202,9,2011-03-18,515226.11,125833,63.82,3.488,0.0,0.0,0.0,0.0,0.0,217.9563371,6.416,4,3,2011,18,0,1,0
5778,41,2011-03-18,1115504.26,196321,40.19,3.406,0.0,0.0,0.0,0.0,0.0,192.1237981,7.241,4,3,2011,18,0,0,0
6064,43,2011-03-18,635171.05,41062,68.98,3.488,0.0,0.0,0.0,0.0,0.0,206.225924,10.398,4,3,2011,18,0,0,1
2060,15,2011-03-18,551553.99,123737,40.23,3.796,0.0,0.0,0.0,0.0,0.0,133.8492258,7.771,4,3,2011,18,0,1,0
2775,20,2011-03-18,1931668.64,203742,44.8,3.631,0.0,0.0,0.0,0.0,0.0,207.4283845,7.343,4,3,2011,18,0,0,0
2776,20,2011-03-25,1824711.21,203742,44.83,3.625,0.0,0.0,0.0,0.0,0.0,207.6553444,7.343,4,3,2011,25,0,0,0
3634,26,2011-03-25,866566.5399999999,152513,22.99,3.624,0.0,0.0,0.0,0.0,0.0,133.9587419,7.907,4,3,2011,25,0,0,0
4063,29,2011-03-25,478773.05,93638,38.77,3.624,0.0,0.0,0.0,0.0,0.0,133.9587419,10.256,4,3,2011,25,0,1,0
5350,38,2011-03-25,351541.62,39690,54.4,3.909,0.0,0.0,0.0,0.0,0.0,128.6160645,14.021,4,3,2011,25,0,0,1
3920,28,2011-03-25,1201059.72,206302,54.4,3.909,0.0,0.0,0.0,0.0,0.0,128.6160645,14.021,4,3,2011,25,0,0,0
1918,14,2011-03-25,1879451.23,200898,41.76,3.625,0.0,0.0,0.0,0.0,0.0,184.9943679,8.549,4,3,2011,25,0,0,0
4921,35,2011-03-25,762184.1,103681,40.11,3.625,0.0,0.0,0.0,0.0,0.0,137.8478929,8.549,4,3,2011,25,0,1,0
5922,42,2011-03-25,522673.62,39690,62.53,3.716,0.0,0.0,0.0,0.0,0.0,128.6160645,8.744,4,3,2011,25,0,0,1
1203,9,2011-03-25,497488.39999999997,125833,68.79,3.473,0.0,0.0,0.0,0.0,0.0,218.2007506,6.416,4,3,2011,25,0,1,0
1632,12,2011-03-25,954107.3200000001,112238,54.4,3.909,0.0,0.0,0.0,0.0,0.0,128.6160645,14.021,4,3,2011,25,0,1,0
6351,45,2011-03-25,719737.25,118221,41.76,3.625,0.0,0.0,0.0,0.0,0.0,184.9943679,8.549,4,3,2011,25,0,1,0
5064,36,2011-03-25,390732.02,39910,71.07,3.488,0.0,0.0,0.0,0.0,0.0,213.3436744,8.395,4,3,2011,25,0,0,0
2347,17,2011-03-25,781267.76,93188,36.71,3.435,0.0,0.0,0.0,0.0,0.0,128.6160645,6.866,4,3,2011,25,0,1,0
4492,32,2011-03-25,1068719.22,203007,46.7,3.414,0.0,0.0,0.0,0.0,0.0,192.1964844,8.818,4,3,2011,25,0,0,0
1346,10,2011-03-25,1815798.85,126512,62.53,3.716,0.0,0.0,0.0,0.0,0.0,128.6160645,8.744,4,3,2011,25,0,1,0
488,4,2011-03-25,1944164.32,205863,59.1,3.48,0.0,0.0,0.0,0.0,0.0,128.6160645,6.51,4,3,2011,25,0,0,0
59,1,2011-03-25,1541102.3800000001,151315,69.97,3.473,0.0,0.0,0.0,0.0,0.0,214.5999389,7.742,4,3,2011,25,0,0,0
4349,31,2011-03-25,1357036.1,203750,70.33,3.473,0.0,0.0,0.0,0.0,0.0,214.2521573,8.028,4,3,2011,25,0,0,0
2061,15,2011-03-25,527389.28,123737,32.63,3.789,0.0,0.0,0.0,0.0,0.0,133.9587419,7.771,4,3,2011,25,0,1,0
774,6,2011-03-25,1438465.81,202505,70.83,3.473,0.0,0.0,0.0,0.0,0.0,216.1438163,6.858,4,3,2011,25,0,0,0
2919,21,2011-03-25,753711.32,140167,70.33,3.473,0.0,0.0,0.0,0.0,0.0,214.2521573,8.028,4,3,2011,25,0,1,0
2490,18,2011-03-25,944523.3,120653,36.65,3.624,0.0,0.0,0.0,0.0,0.0,133.9587419,9.131,4,3,2011,25,0,1,0
4778,34,2011-03-25,922898.38,158114,53.11,3.48,0.0,0.0,0.0,0.0,0.0,128.6160645,10.398,4,3,2011,25,0,0,0
3491,25,2011-03-25,616324.24,128107,38.51,3.625,0.0,0.0,0.0,0.0,0.0,207.6553444,7.343,4,3,2011,25,0,1,0
917,7,2011-03-25,559061.58,70713,25.69,3.414,0.0,0.0,0.0,0.0,0.0,192.1964844,8.818,4,3,2011,25,0,1,0
631,5,2011-03-25,294732.5,34875,70.71,3.473,0.0,0.0,0.0,0.0,0.0,215.1640872,6.634,4,3,2011,25,0,1,0
5636,40,2011-03-25,834621.39,155083,28.89,3.624,0.0,0.0,0.0,0.0,0.0,133.9587419,5.114,4,3,2011,25,0,0,0
6208,44,2011-03-25,285031.81,39910,42.38,3.435,0.0,0.0,0.0,0.0,0.0,128.6160645,7.224,4,3,2011,25,0,0,1
5207,37,2011-03-25,522105.93,39910,71.07,3.473,0.0,0.0,0.0,0.0,0.0,213.3436744,8.395,4,3,2011,25,0,0,1
202,2,2011-03-25,1766162.05,202307,69.42,3.473,0.0,0.0,0.0,0.0,0.0,214.2521573,8.028,4,3,2011,25,0,0,0
2204,16,2011-03-25,465279.68,57197,32.61,3.414,0.0,0.0,0.0,0.0,0.0,192.1964844,6.614,4,3,2011,25,0,1,0
3062,22,2011-03-25,933528.39,119557,38.77,3.624,0.0,0.0,0.0,0.0,0.0,137.8478929,8.458,4,3,2011,25,0,1,0
1775,13,2011-03-25,1807545.43,219622,42.38,3.435,0.0,0.0,0.0,0.0,0.0,128.6160645,7.47,4,3,2011,25,0,0,0
345,3,2011-03-25,380683.67,37392,72.94,3.473,0.0,0.0,0.0,0.0,0.0,217.9674705,7.551,4,3,2011,25,0,1,0
4635,33,2011-03-25,238084.08,39690,63.34,3.716,0.0,0.0,0.0,0.0,0.0,128.6160645,8.951,4,3,2011,25,0,0,0
6065,43,2011-03-25,585989.1,41062,65.53,3.473,0.0,0.0,0.0,0.0,0.0,206.4496175,10.398,4,3,2011,25,0,0,1
5493,39,2011-03-25,1284334.79,184109,71.17,3.473,0.0,0.0,0.0,0.0,0.0,213.3436744,8.395,4,3,2011,25,0,0,0
2633,19,2011-03-25,1266564.94,203819,33.26,3.789,0.0,0.0,0.0,0.0,0.0,133.9587419,7.771,4,3,2011,25,0,0,0
5779,41,2011-03-25,1140578.16,196321,41.11,3.414,0.0,0.0,0.0,0.0,0.0,192.1964844,7.241,4,3,2011,25,0,0,0
3205,23,2011-03-25,1148624.83,114533,29.11,3.624,0.0,0.0,0.0,0.0,0.0,133.9587419,5.114,4,3,2011,25,0,1,0
4206,30,2011-03-25,431754.01,42988,70.33,3.473,0.0,0.0,0.0,0.0,0.0,214.2521573,8.028,4,3,2011,25,0,0,1
3777,27,2011-03-25,1554651.0799999998,204184,40.11,3.789,0.0,0.0,0.0,0.0,0.0,137.8478929,7.827,4,3,2011,25,0,0,0
1489,11,2011-03-25,1229777.24,207499,73.74,3.473,0.0,0.0,0.0,0.0,0.0,217.9674705,7.551,4,3,2011,25,0,0,0
3348,24,2011-03-25,1158693.1199999999,203819,36.88,3.789,0.0,0.0,0.0,0.0,0.0,133.9587419,8.252,4,3,2011,25,0,0,0
1060,8,2011-03-25,827968.36,155078,59.74,3.473,0.0,0.0,0.0,0.0,0.0,218.0145862,6.262,4,3,2011,25,0,0,0
4636,33,2011-04-01,232769.09,39690,71.41,3.772,0.0,0.0,0.0,0.0,0.0,128.7199355,8.687,4,4,2011,1,0,0,0
6209,44,2011-04-01,281514.26,39910,42.49,3.487,0.0,0.0,0.0,0.0,0.0,128.7199355,6.906,4,4,2011,1,0,0,1
1776,13,2011-04-01,1864238.64,219622,42.49,3.487,0.0,0.0,0.0,0.0,0.0,128.7199355,7.193,4,4,2011,1,0,0,0
4493,32,2011-04-01,1051121.02,203007,44.83,3.461,0.0,0.0,0.0,0.0,0.0,192.2691707,8.595,4,4,2011,1,0,0,0
489,4,2011-04-01,1900246.47,205863,56.99,3.521,0.0,0.0,0.0,0.0,0.0,128.7199355,5.946,4,4,2011,1,0,0,0
60,1,2011-04-01,1495064.75,151315,59.17,3.524,0.0,0.0,0.0,0.0,0.0,214.8371664,7.682,4,4,2011,1,0,0,0
2348,17,2011-04-01,795859.23,93188,39.38,3.487,0.0,0.0,0.0,0.0,0.0,128.7199355,6.774,4,4,2011,1,0,1,0
5637,40,2011-04-01,841889.08,155083,28.6,3.638,0.0,0.0,0.0,0.0,0.0,134.0682581,4.781,4,4,2011,1,0,0,0
4350,31,2011-04-01,1344890.73,203750,56.36,3.524,0.0,0.0,0.0,0.0,0.0,214.4886908,7.931,4,4,2011,1,0,0,0
775,6,2011-04-01,1459276.77,202505,62.25,3.524,0.0,0.0,0.0,0.0,0.0,216.3841249,6.855,4,4,2011,1,0,0,0
2205,16,2011-04-01,459756.11,57197,35.75,3.461,0.0,0.0,0.0,0.0,0.0,192.2691707,6.339,4,4,2011,1,0,1,0
2491,18,2011-04-01,938083.17,120653,35.06,3.638,0.0,0.0,0.0,0.0,0.0,134.0682581,8.975,4,4,2011,1,0,1,0
3349,24,2011-04-01,1163803.3,203819,35.73,3.811,0.0,0.0,0.0,0.0,0.0,134.0682581,8.212,4,4,2011,1,0,0,0
2634,19,2011-04-01,1305950.22,203819,30.68,3.811,0.0,0.0,0.0,0.0,0.0,134.0682581,7.658,4,4,2011,1,0,0,0
3492,25,2011-04-01,618377.79,128107,28.5,3.638,0.0,0.0,0.0,0.0,0.0,207.8823043,7.287,4,4,2011,1,0,1,0
1204,9,2011-04-01,520962.14,125833,56.12,3.524,0.0,0.0,0.0,0.0,0.0,218.445164,6.38,4,4,2011,1,0,1,0
2062,15,2011-04-01,542556.05,123737,30.34,3.811,0.0,0.0,0.0,0.0,0.0,134.0682581,7.658,4,4,2011,1,0,1,0
2920,21,2011-04-01,732056.37,140167,56.36,3.524,0.0,0.0,0.0,0.0,0.0,214.4886908,7.931,4,4,2011,1,0,1,0
6066,43,2011-04-01,611585.54,41062,67.79,3.524,0.0,0.0,0.0,0.0,0.0,206.6733111,10.581,4,4,2011,1,0,0,1
5494,39,2011-04-01,1316849.36,184109,66.57,3.524,0.0,0.0,0.0,0.0,0.0,213.5776701,8.3,4,4,2011,1,0,0,0
2777,20,2011-04-01,1927993.09,203742,32.43,3.638,0.0,0.0,0.0,0.0,0.0,207.8823043,7.287,4,4,2011,1,0,0,0
1061,8,2011-04-01,878762.3,155078,49.86,3.524,0.0,0.0,0.0,0.0,0.0,218.2586281,6.297,4,4,2011,1,0,0,0
918,7,2011-04-01,513409.67,70713,24.83,3.461,0.0,0.0,0.0,0.0,0.0,192.2691707,8.595,4,4,2011,1,0,1,0
1633,12,2011-04-01,1005463.49,112238,63.63,3.772,0.0,0.0,0.0,0.0,0.0,128.7199355,13.736,4,4,2011,1,0,1,0
3921,28,2011-04-01,1336838.41,206302,63.63,3.772,0.0,0.0,0.0,0.0,0.0,128.7199355,13.736,4,4,2011,1,0,0,0
5208,37,2011-04-01,534578.78,39910,67.31,3.524,0.0,0.0,0.0,0.0,0.0,213.5776701,8.3,4,4,2011,1,0,0,1
346,3,2011-04-01,374556.07999999996,37392,68.76,3.524,0.0,0.0,0.0,0.0,0.0,218.2114184,7.574,4,4,2011,1,0,1,0
5923,42,2011-04-01,508432.17,39690,67.64,3.772,0.0,0.0,0.0,0.0,0.0,128.7199355,8.494,4,4,2011,1,0,0,1
3063,22,2011-04-01,951588.37,119557,36.04,3.638,0.0,0.0,0.0,0.0,0.0,137.9558929,8.252,4,4,2011,1,0,1,0
4064,29,2011-04-01,475615.26,93638,36.04,3.638,0.0,0.0,0.0,0.0,0.0,134.0682581,9.966,4,4,2011,1,0,1,0
3206,23,2011-04-01,1182694.95,114533,29.44,3.638,0.0,0.0,0.0,0.0,0.0,134.0682581,4.781,4,4,2011,1,0,1,0
3778,27,2011-04-01,1628868.28,204184,37.27,3.811,0.0,0.0,0.0,0.0,0.0,137.9558929,7.725,4,4,2011,1,0,0,0
203,2,2011-04-01,1800171.3599999999,202307,55.43,3.524,0.0,0.0,0.0,0.0,0.0,214.4886908,7.931,4,4,2011,1,0,0,0
6352,45,2011-04-01,712425.76,118221,37.27,3.638,0.0,0.0,0.0,0.0,0.0,185.1790167,8.521,4,4,2011,1,0,1,0
4779,34,2011-04-01,884233.67,158114,55.46,3.521,0.0,0.0,0.0,0.0,0.0,128.7199355,10.581,4,4,2011,1,0,0,0
5065,36,2011-04-01,385672.11,39910,67.31,3.529,0.0,0.0,0.0,0.0,0.0,213.5776701,8.3,4,4,2011,1,0,0,0
632,5,2011-04-01,314316.55,34875,61.5,3.524,0.0,0.0,0.0,0.0,0.0,215.4024406,6.489,4,4,2011,1,0,1,0
4207,30,2011-04-01,437926.79,42988,56.36,3.524,0.0,0.0,0.0,0.0,0.0,214.4886908,7.931,4,4,2011,1,0,0,1
4922,35,2011-04-01,762620.9400000001,103681,37.27,3.638,0.0,0.0,0.0,0.0,0.0,137.9558929,8.512,4,4,2011,1,0,1,0
1919,14,2011-04-01,1869110.55,200898,37.27,3.638,0.0,0.0,0.0,0.0,0.0,185.1790167,8.521,4,4,2011,1,0,0,0
1490,11,2011-04-01,1258674.12,207499,69.1,3.524,0.0,0.0,0.0,0.0,0.0,218.2114184,7.574,4,4,2011,1,0,0,0
5780,41,2011-04-01,1179125.48,196321,38.16,3.461,0.0,0.0,0.0,0.0,0.0,192.2691707,6.934,4,4,2011,1,0,0,0
1347,10,2011-04-01,1827733.18,126512,67.64,3.772,0.0,0.0,0.0,0.0,0.0,128.7199355,8.494,4,4,2011,1,0,1,0
5351,38,2011-04-01,382098.13,39690,63.63,3.772,0.0,0.0,0.0,0.0,0.0,128.7199355,13.736,4,4,2011,1,0,0,1
3635,26,2011-04-01,849231.61,152513,22.99,3.638,0.0,0.0,0.0,0.0,0.0,134.0682581,7.818,4,4,2011,1,0,0,0
4208,30,2011-04-08,443889.5,42988,68.62,3.622,0.0,0.0,0.0,0.0,0.0,214.7252242,7.931,4,4,2011,8,0,0,1
4065,29,2011-04-08,505304.33,93638,44.42,3.72,0.0,0.0,0.0,0.0,0.0,134.1777742,9.966,4,4,2011,8,0,1,0
3064,22,2011-04-08,969046.6900000001,119557,44.42,3.72,0.0,0.0,0.0,0.0,0.0,138.0638929,8.252,4,4,2011,8,0,1,0
1634,12,2011-04-08,998362.05,112238,64.47,4.003,0.0,0.0,0.0,0.0,0.0,128.8238065,13.736,4,4,2011,8,0,1,0
347,3,2011-04-08,384075.31,37392,72.55,3.622,0.0,0.0,0.0,0.0,0.0,218.4553663,7.574,4,4,2011,8,0,1,0
2206,16,2011-04-08,439276.5,57197,38.04,3.532,0.0,0.0,0.0,0.0,0.0,192.3418571,6.339,4,4,2011,8,0,1,0
4780,34,2011-04-08,975479.83,158114,58.59,3.605,0.0,0.0,0.0,0.0,0.0,128.8238065,10.581,4,4,2011,8,0,0,0
2349,17,2011-04-08,811855.72,93188,39.16,3.547,0.0,0.0,0.0,0.0,0.0,128.8238065,6.774,4,4,2011,8,0,1,0
6067,43,2011-04-08,650418.75,41062,70.35,3.622,0.0,0.0,0.0,0.0,0.0,206.8970046,10.581,4,4,2011,8,0,0,1
633,5,2011-04-08,307333.62,34875,69.64,3.622,0.0,0.0,0.0,0.0,0.0,215.6407939,6.489,4,4,2011,8,0,1,0
2778,20,2011-04-08,2027056.3900000001,203742,47.09,3.72,0.0,0.0,0.0,0.0,0.0,208.1092642,7.287,4,4,2011,8,0,0,0
3350,24,2011-04-08,1273670.32,203819,44.7,3.895,0.0,0.0,0.0,0.0,0.0,134.1777742,8.212,4,4,2011,8,0,0,0
2063,15,2011-04-08,587370.8099999999,123737,40.94,3.895,0.0,0.0,0.0,0.0,0.0,134.1777742,7.658,4,4,2011,8,0,1,0
4351,31,2011-04-08,1416790.17,203750,68.62,3.622,0.0,0.0,0.0,0.0,0.0,214.7252242,7.931,4,4,2011,8,0,0,0
2921,21,2011-04-08,744782.89,140167,68.62,3.622,0.0,0.0,0.0,0.0,0.0,214.7252242,7.931,4,4,2011,8,0,1,0
5066,36,2011-04-08,428727.61,39910,69.39,3.645,0.0,0.0,0.0,0.0,0.0,213.8116658,8.3,4,4,2011,8,0,0,0
3779,27,2011-04-08,1689844.18,204184,46.87,3.895,0.0,0.0,0.0,0.0,0.0,138.0638929,7.725,4,4,2011,8,0,0,0
1491,11,2011-04-08,1327401.06,207499,73.57,3.622,0.0,0.0,0.0,0.0,0.0,218.4553663,7.574,4,4,2011,8,0,0,0
3207,23,2011-04-08,1248901.98,114533,36.74,3.72,0.0,0.0,0.0,0.0,0.0,134.1777742,4.781,4,4,2011,8,0,1,0
5924,42,2011-04-08,620087.35,39690,73.03,3.818,0.0,0.0,0.0,0.0,0.0,128.8238065,8.494,4,4,2011,8,0,0,1
3922,28,2011-04-08,1414713.5,206302,64.47,4.003,0.0,0.0,0.0,0.0,0.0,128.8238065,13.736,4,4,2011,8,0,0,0
5781,41,2011-04-08,1206252.12,196321,42.87,3.532,0.0,0.0,0.0,0.0,0.0,192.3418571,6.934,4,4,2011,8,0,0,0
1062,8,2011-04-08,949825.83,155078,65.62,3.622,0.0,0.0,0.0,0.0,0.0,218.50267,6.297,4,4,2011,8,0,0,0
919,7,2011-04-08,500552.16,70713,30.64,3.532,0.0,0.0,0.0,0.0,0.0,192.3418571,8.595,4,4,2011,8,0,1,0
204,2,2011-04-08,1847552.61,202307,67.0,3.622,0.0,0.0,0.0,0.0,0.0,214.7252242,7.931,4,4,2011,8,0,0,0
5209,37,2011-04-08,543703.16,39910,69.39,3.622,0.0,0.0,0.0,0.0,0.0,213.8116658,8.3,4,4,2011,8,0,0,1
5352,38,2011-04-08,392152.3,39690,64.47,4.003,0.0,0.0,0.0,0.0,0.0,128.8238065,13.736,4,4,2011,8,0,0,1
6210,44,2011-04-08,292498.61,39910,42.75,3.547,0.0,0.0,0.0,0.0,0.0,128.8238065,6.906,4,4,2011,8,0,0,1
4923,35,2011-04-08,813352.41,103681,46.87,3.72,0.0,0.0,0.0,0.0,0.0,138.0638929,8.512,4,4,2011,8,0,1,0
1920,14,2011-04-08,2037798.8800000001,200898,48.71,3.72,0.0,0.0,0.0,0.0,0.0,185.3636656,8.521,4,4,2011,8,0,0,0
1348,10,2011-04-08,1870720.73,126512,73.03,3.818,0.0,0.0,0.0,0.0,0.0,128.8238065,8.494,4,4,2011,8,0,1,0
776,6,2011-04-08,1534594.0,202505,70.35,3.622,0.0,0.0,0.0,0.0,0.0,216.6244334,6.855,4,4,2011,8,0,0,0
5495,39,2011-04-08,1350646.16,184109,69.45,3.622,0.0,0.0,0.0,0.0,0.0,213.8116658,8.3,4,4,2011,8,0,0,0
1205,9,2011-04-08,561625.92,125833,71.4,3.622,0.0,0.0,0.0,0.0,0.0,218.6895775,6.38,4,4,2011,8,0,1,0
3493,25,2011-04-08,648606.13,128107,42.11,3.72,0.0,0.0,0.0,0.0,0.0,208.1092642,7.287,4,4,2011,8,0,1,0
2635,19,2011-04-08,1419911.91,203819,41.26,3.895,0.0,0.0,0.0,0.0,0.0,134.1777742,7.658,4,4,2011,8,0,0,0
1777,13,2011-04-08,1887465.04,219622,42.75,3.547,0.0,0.0,0.0,0.0,0.0,128.8238065,7.193,4,4,2011,8,0,0,0
2492,18,2011-04-08,1018541.3,120653,43.32,3.72,0.0,0.0,0.0,0.0,0.0,134.1777742,8.975,4,4,2011,8,0,1,0
5638,40,2011-04-08,947753.32,155083,34.77,3.72,0.0,0.0,0.0,0.0,0.0,134.1777742,4.781,4,4,2011,8,0,0,0
61,1,2011-04-08,1614259.35,151315,67.84,3.622,0.0,0.0,0.0,0.0,0.0,215.0743939,7.682,4,4,2011,8,0,0,0
4637,33,2011-04-08,271924.73,39690,75.11,3.818,0.0,0.0,0.0,0.0,0.0,128.8238065,8.687,4,4,2011,8,0,0,0
4494,32,2011-04-08,1102975.59,203007,48.81,3.532,0.0,0.0,0.0,0.0,0.0,192.3418571,8.595,4,4,2011,8,0,0,0
6353,45,2011-04-08,750182.71,118221,48.71,3.72,0.0,0.0,0.0,0.0,0.0,185.3636656,8.521,4,4,2011,8,0,1,0
490,4,2011-04-08,2074953.46,205863,62.61,3.605,0.0,0.0,0.0,0.0,0.0,128.8238065,5.946,4,4,2011,8,0,0,0
3636,26,2011-04-08,985229.8099999999,152513,29.09,3.72,0.0,0.0,0.0,0.0,0.0,134.1777742,7.818,4,4,2011,8,0,0,0
4495,32,2011-04-15,1120508.1400000001,203007,45.97,3.611,0.0,0.0,0.0,0.0,0.0,192.4225954,8.595,4,4,2011,15,0,0,0
5639,40,2011-04-15,874446.32,155083,43.69,3.823,0.0,0.0,0.0,0.0,0.0,134.2784667,4.781,4,4,2011,15,0,0,0
1206,9,2011-04-15,528420.28,125833,71.9,3.743,0.0,0.0,0.0,0.0,0.0,218.9134935,6.38,4,4,2011,15,0,1,0
3208,23,2011-04-15,1263680.51,114533,45.51,3.823,0.0,0.0,0.0,0.0,0.0,134.2784667,4.781,4,4,2011,15,0,1,0
6068,43,2011-04-15,635758.03,41062,65.01,3.743,0.0,0.0,0.0,0.0,0.0,207.1015429,10.581,4,4,2011,15,0,0,1
5210,37,2011-04-15,543775.87,39910,73.25,3.743,0.0,0.0,0.0,0.0,0.0,214.026217,8.3,4,4,2011,15,0,0,1
777,6,2011-04-15,1448797.02,202505,73.17,3.743,0.0,0.0,0.0,0.0,0.0,216.8446627,6.855,4,4,2011,15,0,0,0
1921,14,2011-04-15,1974960.8599999999,200898,53.69,3.821,0.0,0.0,0.0,0.0,0.0,185.5339821,8.521,4,4,2011,15,0,0,0
491,4,2011-04-15,1960587.76,205863,62.34,3.724,0.0,0.0,0.0,0.0,0.0,128.9107333,5.946,4,4,2011,15,0,0,0
4066,29,2011-04-15,518245.97,93638,48.88,3.823,0.0,0.0,0.0,0.0,0.0,134.2784667,9.966,4,4,2011,15,0,1,0
5925,42,2011-04-15,597644.02,39690,61.05,4.089,0.0,0.0,0.0,0.0,0.0,128.9107333,8.494,4,4,2011,15,0,0,1
920,7,2011-04-15,423380.14,70713,27.79,3.611,0.0,0.0,0.0,0.0,0.0,192.4225954,8.595,4,4,2011,15,0,1,0
3637,26,2011-04-15,863266.12,152513,39.46,3.823,0.0,0.0,0.0,0.0,0.0,134.2784667,7.818,4,4,2011,15,0,0,0
4924,35,2011-04-15,795157.2,103681,52.24,3.821,0.0,0.0,0.0,0.0,0.0,138.1646952,8.512,4,4,2011,15,0,1,0
6211,44,2011-04-15,289667.55,39910,41.72,3.616,0.0,0.0,0.0,0.0,0.0,128.9107333,6.906,4,4,2011,15,0,0,1
205,2,2011-04-15,1856467.84,202307,69.48,3.743,0.0,0.0,0.0,0.0,0.0,214.9420631,7.931,4,4,2011,15,0,0,0
1063,8,2011-04-15,908278.74,155078,63.55,3.743,0.0,0.0,0.0,0.0,0.0,218.7262524,6.297,4,4,2011,15,0,0,0
1492,11,2011-04-15,1312905.8,207499,76.64,3.743,0.0,0.0,0.0,0.0,0.0,218.6788642,7.574,4,4,2011,15,0,0,0
3780,27,2011-04-15,1727175.6099999999,204184,52.24,3.981,0.0,0.0,0.0,0.0,0.0,138.1646952,7.725,4,4,2011,15,0,0,0
3923,28,2011-04-15,1240126.07,206302,57.63,3.868,0.0,0.0,0.0,0.0,0.0,128.9107333,13.736,4,4,2011,15,0,0,0
5496,39,2011-04-15,1348031.55,184109,73.19,3.743,0.0,0.0,0.0,0.0,0.0,214.026217,8.3,4,4,2011,15,0,0,0
1778,13,2011-04-15,1950994.04,219622,41.72,3.616,0.0,0.0,0.0,0.0,0.0,128.9107333,7.193,4,4,2011,15,0,0,0
2636,19,2011-04-15,1392093.04,203819,48.67,3.981,0.0,0.0,0.0,0.0,0.0,134.2784667,7.658,4,4,2011,15,0,0,0
348,3,2011-04-15,366250.69,37392,75.88,3.743,0.0,0.0,0.0,0.0,0.0,218.6788642,7.574,4,4,2011,15,0,1,0
5782,41,2011-04-15,1192982.07,196321,39.94,3.611,0.0,0.0,0.0,0.0,0.0,192.4225954,6.934,4,4,2011,15,0,0,0
2207,16,2011-04-15,427855.24,57197,34.59,3.611,0.0,0.0,0.0,0.0,0.0,192.4225954,6.339,4,4,2011,15,0,1,0
3351,24,2011-04-15,1245576.65,203819,52.36,3.981,0.0,0.0,0.0,0.0,0.0,134.2784667,8.212,4,4,2011,15,0,0,0
3065,22,2011-04-15,1008557.04,119557,48.88,3.823,0.0,0.0,0.0,0.0,0.0,138.1646952,8.252,4,4,2011,15,0,1,0
634,5,2011-04-15,307913.58,34875,72.02,3.743,0.0,0.0,0.0,0.0,0.0,215.8592673,6.489,4,4,2011,15,0,1,0
4209,30,2011-04-15,426666.92,42988,71.01,3.743,0.0,0.0,0.0,0.0,0.0,214.9420631,7.931,4,4,2011,15,0,0,1
4638,33,2011-04-15,275749.56,39690,64.64,4.089,0.0,0.0,0.0,0.0,0.0,128.9107333,8.687,4,4,2011,15,0,0,0
5067,36,2011-04-15,414986.54,39910,73.25,3.763,0.0,0.0,0.0,0.0,0.0,214.026217,8.3,4,4,2011,15,0,0,0
5353,38,2011-04-15,362758.94,39690,57.63,3.868,0.0,0.0,0.0,0.0,0.0,128.9107333,13.736,4,4,2011,15,0,0,1
3494,25,2011-04-15,674562.45,128107,51.43,3.821,0.0,0.0,0.0,0.0,0.0,208.3172811,7.287,4,4,2011,15,0,1,0
2922,21,2011-04-15,768390.05,140167,71.01,3.743,0.0,0.0,0.0,0.0,0.0,214.9420631,7.931,4,4,2011,15,0,1,0
